整理番号,調達機関名,調達機関所在地,調達件名,契約年月日,契約相手方名称,契約相手方所在地,法人番号,落札金額
GOV-TX-006439,文部科学省,東京都,ヘルプデスク運営業務,2022-10-14,株式会社ネットワークコンサルティング,東京都,1234567890123,1430000
GOV-TX-006440,株式会社ソリューションサービス,東京都,調査研究委託費,2021-02-12,株式会社クリエイティブコンサルティング,東京都,1234567890123,1080000
GOV-TX-006441,国土交通省,東京都,調査研究委託費,2024-09-18,株式会社ITシステムズ,東京都,1234567890123,1600000
GOV-TX-006442,経済産業省,東京都,基幹システム保守運用業務,2022-04-29,株式会社AI建設,東京都,1234567890123,3510000
GOV-TX-006443,総務省,東京都,データ分析支援業務,2023-11-20,（株）テクノシステムズ,東京都,1234567890123,1080000
GOV-TX-006444,厚生労働省,東京都,クラウド基盤提供サービス,2024-10-06,株式会社データコンサルティング,東京都,1234567890123,1110000
GOV-TX-006445,厚生労働省,東京都,システム更改に伴う開発業務,2023-10-24,（株）フロンティア建設,東京都,1234567890123,2020000
GOV-TX-006446,経済産業省,東京都,AI実証実験システム構築,2022-09-24,株式会社システムソリューションズ,東京都,1234567890123,1580000
GOV-TX-006447,経済産業省,東京都,ヘルプデスク運営業務,2022-12-14,株式会社アルファ研究所,東京都,1234567890123,1050000
GOV-TX-006448,文部科学省,東京都,調査研究委託費,2022-03-30,株式会社ソリューション商事,東京都,1234567890123,2070000
GOV-TX-006449,総務省,東京都,基幹システム保守運用業務,2025-02-20,株式会社日本通信,東京都,1234567890123,1360000
GOV-TX-006450,総務省,東京都,データ分析支援業務,2025-03-07,株式会社クリエイティブシステムズ,東京都,1234567890123,8210000
GOV-TX-006451,厚生労働省,東京都,クラウド基盤提供サービス,2020-07-03,（株）クリエイティブソリューションズ,東京都,1234567890123,1280000
GOV-TX-006452,デジタル庁,東京都,基幹システム保守運用業務,2022-11-21,株式会社大和システムズ,東京都,1234567890123,1260000
GOV-TX-006453,厚生労働省,東京都,基幹システム保守運用業務,2021-03-23,株式会社第一コンサルティング,東京都,1234567890123,3970000
GOV-TX-006454,防衛省,東京都,データ分析支援業務,2024-02-07,株式会社ネットワーク建設,東京都,1234567890123,1970000
GOV-TX-006455,株式会社AI通信,東京都,基幹システム保守運用業務,2024-04-14,株式会社第一通信,東京都,1234567890123,3470000
GOV-TX-006456,デジタル庁,東京都,セキュリティ監査業務,2023-05-11,株式会社フロンティア研究所,東京都,1234567890123,3030000
GOV-TX-006457,内閣府,東京都,ネットワーク機器調達,2020-10-19,株式会社クラウド開発,東京都,1234567890123,3220000
GOV-TX-006458,防衛省,東京都,システム更改に伴う開発業務,2020-04-16,株式会社テクノ建設,東京都,1234567890123,1010000
GOV-TX-006459,株式会社第一研究所,東京都,ソフトウェアライセンス更新,2021-02-15,株式会社フロンティアサービス,東京都,1234567890123,1100000
GOV-TX-006460,外務省,東京都,ネットワーク機器調達,2024-10-16,（株）AI建設,東京都,1234567890123,1090000
GOV-TX-006461,外務省,東京都,広報Webサイト制作,2023-10-21,（株）サイバー建設,東京都,1234567890123,1120000
GOV-TX-006462,厚生労働省,東京都,セキュリティ監査業務,2023-04-16,（株）クリエイティブソリューションズ,東京都,1234567890123,3590000
GOV-TX-006463,外務省,東京都,システム更改に伴う開発業務,2021-02-19,（株）日本コンサルティング,東京都,1234567890123,2530000
GOV-TX-006464,防衛省,東京都,クラウド基盤提供サービス,2023-02-19,株式会社アルファソリューションズ,東京都,1234567890123,1270000
GOV-TX-006465,デジタル庁,東京都,セキュリティ監査業務,2023-06-22,株式会社データサービス,東京都,1234567890123,1250000
GOV-TX-006466,株式会社シグマ建設,東京都,AI実証実験システム構築,2020-11-02,株式会社大和研究所,東京都,1234567890123,1330000
GOV-TX-006467,外務省,東京都,AI実証実験システム構築,2023-10-30,株式会社第一ソリューションズ,東京都,1234567890123,1910000
GOV-TX-006468,外務省,東京都,クラウド基盤提供サービス,2021-09-23,株式会社クリエイティブシステムズ,東京都,1234567890123,1560000
GOV-TX-006469,経済産業省,東京都,AI実証実験システム構築,2021-04-01,株式会社クリエイティブサービス,東京都,1234567890123,2020000
GOV-TX-006470,経済産業省,東京都,セキュリティ監査業務,2020-05-08,株式会社シグマ研究所,東京都,1234567890123,1150000
GOV-TX-006471,文部科学省,東京都,クラウド基盤提供サービス,2024-05-15,株式会社AI研究所,東京都,1234567890123,1390000
GOV-TX-006472,デジタル庁,東京都,PC端末等の調達,2022-12-08,株式会社クラウド建設,東京都,1234567890123,1080000
GOV-TX-006473,厚生労働省,東京都,ネットワーク機器調達,2020-07-05,株式会社第一システムズ,東京都,1234567890123,2130000
GOV-TX-006474,内閣府,東京都,セキュリティ監査業務,2024-12-18,株式会社日本建設,東京都,1234567890123,1160000
GOV-TX-006475,財務省,東京都,AI実証実験システム構築,2023-11-08,株式会社ベータ建設,東京都,1234567890123,1440000
GOV-TX-006476,内閣府,東京都,データ分析支援業務,2022-06-04,株式会社ソリューションソリューションズ,東京都,1234567890123,1060000
GOV-TX-006477,株式会社第一開発,東京都,セキュリティ監査業務,2022-04-26,株式会社IT建設,東京都,1234567890123,2430000
GOV-TX-006478,防衛省,東京都,ソフトウェアライセンス更新,2020-04-30,株式会社データ商事,東京都,1234567890123,1440000
GOV-TX-006479,文部科学省,東京都,ソフトウェアライセンス更新,2021-08-23,株式会社日本通信,東京都,1234567890123,6220000
GOV-TX-006480,外務省,東京都,セキュリティ監査業務,2021-09-17,株式会社クラウド開発,東京都,1234567890123,1050000
GOV-TX-006481,株式会社大和通信,東京都,ヘルプデスク運営業務,2021-05-02,株式会社データサービス,東京都,1234567890123,1240000
GOV-TX-006482,株式会社アルファ建設,東京都,ヘルプデスク運営業務,2021-06-09,株式会社グローバル研究所,東京都,1234567890123,1040000
GOV-TX-006483,厚生労働省,東京都,PC端末等の調達,2020-04-18,株式会社テクノソリューションズ,東京都,1234567890123,1350000
GOV-TX-006484,株式会社ネットワークコンサルティング,東京都,ソフトウェアライセンス更新,2021-02-15,（株）データサービス,東京都,1234567890123,2770000
GOV-TX-006485,財務省,東京都,ネットワーク機器調達,2020-09-27,株式会社オメガ建設,東京都,1234567890123,3320000
GOV-TX-006486,株式会社サイバーサービス,東京都,ヘルプデスク運営業務,2021-10-21,株式会社フロンティア通信,東京都,1234567890123,1040000
GOV-TX-006487,株式会社システム建設,東京都,調査研究委託費,2021-08-06,（株）グローバルソリューションズ,東京都,1234567890123,2230000
GOV-TX-006488,国土交通省,東京都,広報Webサイト制作,2021-12-24,株式会社第一通信,東京都,1234567890123,1900000
GOV-TX-006489,経済産業省,東京都,基幹システム保守運用業務,2021-06-30,株式会社アルファソリューションズ,東京都,1234567890123,1010000
GOV-TX-006490,内閣府,東京都,広報Webサイト制作,2022-08-23,株式会社シグマ建設,東京都,1234567890123,1030000
GOV-TX-006491,内閣府,東京都,ネットワーク機器調達,2023-08-09,株式会社グローバル通信,東京都,1234567890123,1020000
GOV-TX-006492,財務省,東京都,調査研究委託費,2020-05-14,株式会社フロンティア商事,東京都,1234567890123,1610000
GOV-TX-006493,経済産業省,東京都,クラウド基盤提供サービス,2021-05-06,株式会社グローバルソリューションズ,東京都,1234567890123,1590000
GOV-TX-006494,国土交通省,東京都,ヘルプデスク運営業務,2021-05-23,株式会社大和システムズ,東京都,1234567890123,1620000
GOV-TX-006495,防衛省,東京都,PC端末等の調達,2023-08-04,株式会社テクノサービス,東京都,1234567890123,1540000
GOV-TX-006496,財務省,東京都,AI実証実験システム構築,2023-02-05,株式会社ネットワーク開発,東京都,1234567890123,1030000
GOV-TX-006497,防衛省,東京都,基幹システム保守運用業務,2023-01-02,株式会社IT通信,東京都,1234567890123,5160000
GOV-TX-006498,株式会社クリエイティブ商事,東京都,PC端末等の調達,2020-07-31,株式会社フロンティアサービス,東京都,1234567890123,1100000
GOV-TX-006499,内閣府,東京都,広報Webサイト制作,2022-08-14,株式会社大和商事,東京都,1234567890123,1040000
GOV-TX-006500,株式会社AI研究所,東京都,データ分析支援業務,2022-08-11,株式会社グローバル建設,東京都,1234567890123,1440000
GOV-TX-006501,厚生労働省,東京都,ヘルプデスク運営業務,2024-10-19,株式会社ベータ通信,東京都,1234567890123,1190000
GOV-TX-006502,株式会社第一システムズ,東京都,AI実証実験システム構築,2025-02-18,株式会社ネットワークコンサルティング,東京都,1234567890123,8670000
GOV-TX-006503,内閣府,東京都,広報Webサイト制作,2024-12-24,株式会社野村総合研究所(NRI),東京都,1234567890123,1280000
GOV-TX-006504,外務省,東京都,ネットワーク機器調達,2020-07-18,株式会社第一サービス,東京都,1234567890123,2280000
GOV-TX-006505,総務省,東京都,PC端末等の調達,2024-08-02,（株）日本コンサルティング,東京都,1234567890123,5430000
GOV-TX-006506,防衛省,東京都,ネットワーク機器調達,2020-08-29,富士通株式会社,東京都,1234567890123,2610000
GOV-TX-006507,総務省,東京都,ネットワーク機器調達,2025-02-15,株式会社フロンティアソリューションズ,東京都,1234567890123,1010000
GOV-TX-006508,株式会社クラウドソリューションズ,東京都,ソフトウェアライセンス更新,2020-06-28,株式会社ソリューション建設,東京都,1234567890123,1030000
GOV-TX-006509,財務省,東京都,システム更改に伴う開発業務,2023-02-06,（株）日本通信,東京都,1234567890123,1090000
GOV-TX-006510,文部科学省,東京都,基幹システム保守運用業務,2020-10-26,株式会社テクノ研究所,東京都,1234567890123,1160000
GOV-TX-006511,防衛省,東京都,システム更改に伴う開発業務,2022-04-18,株式会社データシステムズ,東京都,1234567890123,1270000
GOV-TX-006512,内閣府,東京都,ヘルプデスク運営業務,2023-05-18,株式会社アルファコンサルティング,東京都,1234567890123,9920000
GOV-TX-006513,株式会社クラウド建設,東京都,ネットワーク機器調達,2021-08-11,株式会社サイバーソリューションズ,東京都,1234567890123,1320000
GOV-TX-006514,文部科学省,東京都,基幹システム保守運用業務,2025-03-03,株式会社オメガ研究所,東京都,1234567890123,1920000
GOV-TX-006515,株式会社総合通信,東京都,クラウド基盤提供サービス,2022-08-20,（株）オメガ建設,東京都,1234567890123,1340000
GOV-TX-006516,デジタル庁,東京都,クラウド基盤提供サービス,2024-09-21,株式会社日本研究所,東京都,1234567890123,2430000
GOV-TX-006517,内閣府,東京都,基幹システム保守運用業務,2021-12-17,株式会社アルファ開発,東京都,1234567890123,1100000
GOV-TX-006518,文部科学省,東京都,AI実証実験システム構築,2022-07-14,株式会社ベータシステムズ,東京都,1234567890123,2070000
GOV-TX-006519,デジタル庁,東京都,ソフトウェアライセンス更新,2021-05-07,株式会社ネットワーク開発,東京都,1234567890123,1970000
GOV-TX-006520,株式会社ネットワークシステムズ,東京都,調査研究委託費,2021-09-26,株式会社シグマ商事,東京都,1234567890123,1800000
GOV-TX-006521,厚生労働省,東京都,データ分析支援業務,2020-05-24,株式会社総合研究所,東京都,1234567890123,243150000
